RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Texarkana,AR,Texarkana,Miller,124900,119900,114950,117500,115000,118320,119900,119900,119900,138700,139950,139700,144950,140000,153200,159700,149900,145078.5,149500,144750,135000,134500,130000,139900,149900,150000,139563,139950,142000,142000,139815,129900,130000,129400,132950,139000,134900,136000,145950,134000,145000
Shelton,CT,Stamford,Fairfield,329950,336950,337900,343900,350000,349900,349900,359500,349900,349900,349900,349000,349900,339450,349000,339000,329900,339000,339900,350000,348000,349900,349900,346900,339900,339900,339900,339900,339900,349900,359900,359900,360000,364950,360000,362000,374900,399900,399900,399900,379900
Essex,MD,Baltimore,Baltimore,179900,179900,187400,194750,199700,202500,2.00E+05,2.00E+05,199900,189900,189900,187450,187200,179500,175000,180000,180000,180000,180000,182450,179000,170000,165000,159450,156450,154000,162450,169900,167500,164942.5,169900,163950,169900,169900,174700,160000,178900,165000,169900,171862.5,169997.5
Reynoldsburg,OH,Columbus,Franklin,129900,132000,128500,129900,136250,142950,137900,142900,148950,144950,144900,139900,144800,139850,149900,149450,154900,156000,155600,154900,155450,156450,158900,159900,163900,154900,155000,150000,163900,167500,167900,167900,169000,159900,169900,159900,159900,164800,169450,167900,170500
Brighton,CO,Denver,Adams,239950,237900,235000,249900,255750,259000,255900,265000,274900,268880,257950,268890,275000,281880,288945,291880,297880,295880,305000,3.00E+05,3.00E+05,300940,3.00E+05,299900,299945,308250,315000,319945,320490,325000,324900,334900,335000,338000,335000,335000,339950,339289.5,339950,347000,349000
Kearney,NE,Kearney,Buffalo,179900,204000,204450,229000,219900,204900,214900,206950,204900,206950,213900,216450,202400,204950,199900,227400,234950,231900,234000,239900,246900,239900,229900,209900,194000,192000,194000,210000,214900,225200,229900,224900,227900,214950,214900,215000,219900,219900,219900,220000,219900
Ewing,NJ,Trenton,Mercer,189000,182994,175000,175000,189900,189999.5,189822.5,184900,185000,184900,185000,179900,169999,169999.5,175000,174900,179900,179900,179950,179745,179822.5,179900,177000,175777,169999.5,169900,169699.5,165000,168777,169900,174900,175000,174900,174900,174900,174900,169900,165000,164999,164949.5,169900
Torrington,CT,Torrington,Litchfield,139000,139000,137250,139900,139900,144900,139900,144900,142900,139900,139500,135000,129900,129900,129900,129900,129900,134900,134900,139900,139000,137750,139000,139000,139000,139000,137000,134995,134945,135000,139000,140000,137700,134900,135900,135000,139700,135000,134400,135000,139900
Roy,UT,Ogden,Weber,149900,149900,150000,159900,159000,159900,164900,164900,159900,158000,157900,157950,159900,159900,159900,172500,176900,174900,174900,174900,174900,174900,175000,172400,169900,169999,177500,174850,186000,189999,194200,189000,182885,189000,199500,199000,195000,189900,189900,189900,198000
Pekin,IL,Peoria,Tazewell,99700,99900,93500,98700,104900,115000,114900,110900,109900,105000,107949.5,105000,104900,99900,99949.5,104949.5,109900,115900,112000,109900,107500,106900,105900,106700,102900,99900,99900,99900,96700,97900,104950,105250,107500,105900,103900,102900,99900,99900,99900,99900,99900
Stevens Point,WI,Stevens Point,Portage,126900,127900,125250,127400,125950,125000,129900,134900,134900,133000,132750,129900,133450,129900,134900,136500,139200,134900,133200,139900,138900,134900,138900,139000,138900,138900,142000,145000,144900,159000,165000,162450,146500,147150,154900,159900,144900,134900,136000,154500,152250
Little Elm,TX,Dallas-Fort Worth,Denton,200990,200495,212175,216990,223990,231990,230000,229000,224999.5,229900,229900,235000,235120,239228.5,241116,242769,248239.5,247990,247469.5,250000,250000,255000,260000,269883,274990,285990,286990,285990,275990,275000,275000,277883,282950,280990,286990,295288,295945,3.00E+05,316421,323990,325934.5
Oro Valley,AZ,Tucson,Pima,279900,280000,282250,275000,277990,280000,279999,286500,293500,289999,286250,283500,285000,279900,283000,280000,280450,285000,289925,294990,288000,289974.5,289900,293200,289900,281950,282950,289000,286250,288950,285000,293250,306990,308990,319900,314950,309990,325000,325000,315500,323950
Waianae,HI,Urban Honolulu,Honolulu,289500,285000,284500,299000,308000,319000,319000,335000,357000,337500,347500,315000,310000,302450,299999,320000,355000,350000,346500,329000,335000,335000,346500,345000,345000,345000,350000,349500,350000,359900,339600,349900,367000,365000,382500,360000,352450,368500,355000,359000,357000
Beverly,MA,Boston,Essex,395000,392450,330000,359900,349000,349900,362450,362200,365000,375000,369900,380000,385000,394400,385000,409900,384800,365000,369000,369900,375000,387600,379900,389500,396437,399000,369900,374500,369900,427500,435000,409900,404949.5,410000,447950,425000,449900,449900,449900,449900,439999.5
Chelsea,MA,Boston,Suffolk,215000,188500,215000,239000,237900,226750,228700,229450,239450,239900,237000,259000,259450,264000,239450,239000,225000,231450,247400,244900,267500,279000,279450,289000,279450,259950,259950,269000,269900,275000,289000,294900,294900,336950,349900,325000,322400,312000,294500,324768,325000
Kinston,NC,Kinston,Lenoir,117200,114800,110000,99925,98500,98500,99999,99500,99900,99500,106900,111700,115000,110000,110000,109950,109000,108500,109900,116750,115450,112900,109900,113000,109900,113950,109900,109900,109900,114000,113950,114000,114900,110400,111400,114000,114450,114900,110950,110000,112950
Auburn,AL,Auburn,Lee,213950,211582,208218,204900,207199.5,206699.5,209900,207500,210900,215370,227700,230000,235000,235000,218900,219000,229000,236746.5,252600,254400,261571,255900,257726,253643.5,261000,266900,266450,270899,273544,284399,286270,279900,282700,299250,295900,295249.5,299950,299900,296000,299900,299900
Hagerstown,MD,Hagerstown,Washington,129900,139900,139900,139900,139250,139900,139900,139900,139500,143000,139900,135000,132200,125000,121900,122700,124900,122500,124250,122500,119950,119950,120000,124900,125500,125000,124945,124947.5,129900,129900,130500,134900,134900,134900,134900,129900,129900,129900,134900,134900,129900
Wildwood,MO,St. Louis,Saint Louis,389900,395000,355000,375000,4.00E+05,389000,389900,379450,374000,375000,389900,393500,395000,399250,395000,399900,416000,419900,425000,425000,449000,433000,443200,438919,434950,435000,427000,429900,449450,450000,447000,425000,425000,425000,429900,442000,448805,439450,432445,424900,428375
Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,549000,554450,549000,549000,564500,589500,617000,609000,649000,649000,630000,639000,632499.5,599500,6.00E+05,629000,649000,650000,695000,724900,729000,698500,699000,730000,749000,729250,725000,745000,749990,739000,749450,748944,762000,769000,759000,785000,788000,749250,750000,779500,789000
Bluffton,SC,Hilton Head Island,Beaufort,289000,291924.5,279900,314990,299000,299000,339000,345600,329900,355990,334000,315000,331990,331990,315000,323250,319450,312900,319950,319450,317750,310000,319900,346757.5,340450,332900,340000,325000,325120,324900,329000,330000,329000,324900,324155,329000,316450,322655,324900,340900,339000
Ronkonkoma,NY,New York,Suffolk,299000,290000,299000,299990,299994.5,299999,299999,304990,302494.5,299990,302499.5,305000,299990,295000,289000,296500,299900,299450,309450,299999,299990,299000,292445,299000,299000,299990,309990,310500,310000,319990,324990,319945,319000,319945,316950,319900,314250,307000,319000,319900,329000
Saratoga Springs,NY,Albany,Saratoga,399900,409900,410400,414950,410900,406900,405950,410450,399450,407300,409900,399949.5,399900,399000,401400,408150,409699,411400,412000,412000,407450,399900,399450,384900,380900,390000,394900,399900,398250,402497.5,419900,424900,414400,409950,414900,399900,417450,440000,439838.5,450000,465000
Laramie,WY,Laramie,Albany,215000,215000,215000,215000,212500,216500,212500,229000,239000,239000,235000,237000,239000,234000,230000,220000,212000,221000,220000,220200,225500,219700,219900,221900,224900,219500,220000,225250,225250,229000,230000,235000,233750,245000,248500,265500,259900,258950,264900,280000,280000
Hilton Head Island,SC,Hilton Head Island,Beaufort,459950,459900,450000,449900,459900,449500,449000,450000,475000,470000,489000,489900,490000,495000,469000,469450,465000,414900,409000,424900,425000,419000,434000,432750,442449.5,442449.5,449000,459000,469900,459000,459000,459000,459000,454900,459000,460000,459000,450000,449900,459000,460000
Fond du Lac,WI,Fond du Lac,Fond du Lac,109900,104900,99900,109900,109900,112900,115000,115000,113200,109450,109000,105900,106500,104999,104900,109900,107440,109900,109900,109900,107900,106500,106350,105450,104900,104900,99900,99900,104400,104900,109900,106900,109900,109900,108900,105000,104900,99950,99900,99900,104500
Greeneville,TN,Greeneville,Greene,129250,126700,124900,123900,124900,134900,139900,139950,136500,136500,113900,109900,109900,107950,99950,99900,110000,109900,118450,119900,119900,124500,119000,134900,130000,129900,129900,129900,132900,134900,134900,134900,144900,149900,144450,139700,133600,129900,133250,134900,141500
Richfield,MN,Minneapolis-St Paul,Hennepin,189900,189900,189900,194900,189990,189999,199900,199900,199900,199900,192650,189900,189900,189900,191150,194900,203950,210000,214900,217900,209900,214545,214900,209900,207000,202450,2.00E+05,219900,222000,220000,219900,219900,222450,225000,225000,228650,225000,220000,220000,227450,234900
Athens,AL,Huntsville,Limestone,171900,174950,178900,179900,174900,171750,175000,177900,187900,179650,179900,175000,174900,175000,175000,175000,175000,177900,175000,178900,188500,179900,179900,184900,188282.5,185000,184900,189900,189900,195900,195900,199900,195900,194800,191900,192700,198500,199900,219900,234950,229900
Pearl City,HI,Urban Honolulu,Honolulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609000,617500,598500,625000,612275,6.00E+05,618637.5,655000,652500,649500,630000,589500
Park Ridge,IL,Chicago,Cook,389950,399000,382400,419900,415000,415000,419000,439450,449900,449000,449250,422000,419950,419950,429900,439900,464900,449900,469000,459900,449900,439900,439450,429000,425000,429000,429000,429000,434900,439950,449000,449900,449900,449950,455000,479000,475000,474250,474450,489950,479000
Oakville,MO,St. Louis,Saint Louis,206900,204308,205000,209900,214900,219500,224900,224900,219900,219900,211950,199900,198750,189900,199500,207900,209900,224700,224500,229000,239900,229000,225000,224950,223900,225000,226000,226000,229000,235000,239000,239000,237000,224950,224999,224749.5,220000,234900,231045,238700,229950
Woburn,MA,Boston,Middlesex,379950,385000,364900,384900,379000,379900,384950,399900,399900,379000,379000,379900,395000,399000,425000,407450,409900,399999,399700,399000,399250,399900,399900,399900,399900,409900,459900,422400,405600,417000,405300,418500,429888,419900,439900,424900,419900,449900,449000,458158,479900
Mt Laurel Township,NJ,Philadelphia,Burlington,199900,198155.5,189950,198300,199000,204900,209900,210000,214900,209995,214900,209000,199900,190000,199900,199900,199900,202450,210000,209930.5,219900,224900,216750,215000,209900,199950,2.00E+05,209900,219900,229000,219900,212499.5,213900,209999,207950,212900,212900,199900,194900,198500,208250
Anthem,AZ,Phoenix,Maricopa,299800,289000,299450,314999.5,3.00E+05,3.00E+05,308500,299900,299500,285000,299900,289950,298500,298500,299950,299999.5,325000,339000,325000,324900,310000,315000,319906.5,318997.5,325000,319000,325000,328500,329000,329900,323000,319999.5,325000,327000,324000,329700,329000,326250,325000,334950,334900
Montclair,CA,Riverside,San Bernardino,292000,297450,315000,309750,327350,330000,324900,329975,333900,337495,337000,334900,329900,329450,335000,349900,349900,349900,348950,349950,354395,364000,364950,360000,369000,366950,369900,372450,375000,375000,377500,368500,374949.5,369444,371950,385000,382950,384900,380000,379000,382055.5
Raeford,NC,Fayetteville,Hoke,174900,182000,172700,175000,172900,172900,169900,168900,169000,171000,169250,167000,164990,164500,166700,169900,164900,167500,165000,164900,164900,164250,162500,162900,164500,162900,159900,159900,164000,165000,168445,167500,168900,169000,169000,167500,169000,170000,174500,179900,179900
Evesham,NJ,Philadelphia,Burlington,250000,265000,249900,249700,248900,250000,264000,251000,261500,274900,269850,269900,276950,269000,265000,269900,260000,268250,262500,265000,268000,267500,259900,255450,255900,250000,249900,257500,259900,259986,274000,274950,259900,251450,246986,261150,250000,239900,242900,250000,258400
Rubidoux,CA,Riverside,Riverside,,,,265000,279000,299450,299000,299000,295000,295000,299900,292500,299900,285000,279000,289950,298750,312450,310000,3.00E+05,312500,312050,320000,341950,336500,325000,318000,325000,320000,332499.5,330200,339500,332500,339900,339900,339900,340000,336950,339950,353500,355000
Dublin,CA,San Francisco,Alameda,729000,739000,699000,789000,737450,785000,780000,786500,779000,802450,749000,775000,709000,749990,732500,779000,815000,849000,799850,771950,729000,729000,744775,749000,750000,759950,763495,795000,791000,798000,835880,839800,819190,815000,813990,813990,848943.5,830663,798000,878939,889000
Fort Lee,NJ,New York,Bergen,321000,294450,274500,248888,276750,297500,298500,335000,328500,349000,341000,330250,329000,327000,338500,327000,339000,359000,374900,382450,339000,349000,339000,344500,349450,362450,339000,349000,348444,345000,349000,349000,355000,357000,357000,329000,329000,329000,317000,349900,359000
Waycross,GA,Waycross,Ware,,,115000,108000,99900,103500,99950,109900,102900,106500,108950,109000,99900,99000,99500,99000,102600,99000,99900,105000,103700,95900,99000,97250,89250,87250,84500,84500,89700,89900,89000,89900,89900,92200,92200,96000,94900,99000,99500,99250,99900
Covington,KY,Cincinnati,Kenton,79900,84700,83200,86250,85000,85000,85000,85000,85000,89850,89900,90000,89900,89900,89900,89800,86000,89800,89900,89900,88900,85000,85750,85000,83650,84950,80000,79900,84900,99900,95450,93500,95000,94900,89950,92900,90000,88000,90000,89950,90000
Duncanville,TX,Dallas-Fort Worth,Dallas,119950,119950,120325,117450,119900,126900,139900,137250,129500,121250,124900,120000,123900,119900,125000,135000,129500,130000,135000,135000,144450,150000,154950,152450,150000,145000,149700,148450,149900,150000,153000,150000,140000,142000,141000,149900,147500,155000,159450,166500,178000
Southaven,MS,Memphis,DeSoto,145000,144900,147900,149900,149900,152550,149900,149450,144900,147700,149000,149900,148575,148800,154900,156900,160950,155000,159900,156900,154900,151450,152000,152900,152900,155300,157500,159000,159900,168500,170000,170300,179900,174900,165000,178900,173050,169900,165000,159074.5,162500
Buffalo Grove,IL,Chicago,Lake,229900,219900,219900,248700,272950,269000,283500,289950,289000,289000,275000,269900,260000,239500,252900,280000,289900,299000,309450,319900,339900,346900,334900,325000,324900,289900,299900,319900,322250,324900,324900,322425,319450,319400,311250,302450,289900,293200,289900,299958.5,309900
Port Angeles,WA,Port Angeles,Clallam,220000,219000,212250,214000,209000,217000,234900,229950,229925,220000,220000,215000,217000,219000,219000,219000,224900,225000,234900,239000,239000,239000,239000,239900,229950,225000,229250,229000,232200,244700,249700,249700,249000,250000,250000,240000,229500,239500,240000,243500,253000
Trumbull,CT,Stamford,Fairfield,390000,385000,399900,399900,399900,4.00E+05,399900,414900,402450,413900,388000,396450,396450,399900,399900,409450,419900,409450,399900,392499.5,399000,399900,399900,389000,379900,369450,374000,374950,379500,389900,391500,399500,399900,394900,389000,379900,386250,376500,375000,395350,404500
