RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Bloomingdale,IL,Chicago,Du Page,249900,249450,236450,246000,244950,249950,269950,269900,259900,264900,259450,249900,250000,250000,250000,244900,249450,245900,250000,259000,273750,269900,254900,257400,265000,264900,260000,264500,259950,269900,274900,270965,275950,279000,279900,285000,288000,280000,294900,302400,288500
Streator,IL,Ottawa,La Salle,69900,70999.5,69900,74400,72900,69900,69000,69000,69000,67000,68000,65900,65000,65000,65000,67500,66500,67900,67500,67900,67450,66000,69000,63350,59900,59900,59900,59900,59900,59900,62000,59900,59900,59900,59900,59900,59000,58500,57000,56000,55000
Copiague,NY,New York,Suffolk,269000,269450,271500,259750,269990,275000,286995,277475,279990,289000,282445,279999.5,279990,285500,287250,285500,275000,269000,280000,274000,269000,279945,284495,299000,299000,295000,297000,289000,289000,299950,325000,329000,3.00E+05,309000,309000,3.00E+05,3.00E+05,299000,299000,299500,319999
Brookfield,IL,Chicago,Cook,217900,204900,194950,211500,215000,219900,223450,228000,231450,234900,234850,229900,229900,229950,217500,220000,220000,224900,229900,237900,239900,239760,230000,239900,239900,239950,230000,235000,239900,239500,249900,249222,239900,239500,231450,225000,224900,224950,225000,228200,249900
Fredericksburg,TX,Fredericksburg,Gillespie,,,,,,,,,,,,,,432450,420000,399000,375000,388388,390000,387058,359700,357000,364950,377450,399900,398500,398500,399700,416500,406950,425000,425000,409500,442000,441950,450000,445000,449450,475000,477000,485000
Selden,NY,New York,Suffolk,258000,249900,245000,249000,247000,249999,254499.5,265995,259945,259900,259900,259000,259900,257000,249000,249990,257900,249990,252495,269000,269850,259990,259994.5,259900,259450,259999,259900,249999,249990,259900,258750,255000,252495,252495,249000,248350,234000,229450,229000,244950,259900
Montgomery Township,NJ,New York,Somerset,581950,599000,589000,579000,579000,629000,599450,595000,598925,598850,585000,586000,588450,590000,583450,599900,639000,649000,654900,667000,667000,678812.5,678500,696500,679000,679000,648500,662000,662500,699900,699000,689000,679000,660000,650000,677000,699000,675000,635000,639450,714000
Clinton,NC,,Sampson,,,,,,,,,159900,144950,155000,144900,140000,139900,139000,139450,123900,135995,129900,129900,139900,139400,138000,139400,134200,126750,118250,129900,129900,139000,132500,129900,135000,129900,129900,129950,130450,126250,127500,124950,125900
Zachary,LA,Baton Rouge,East Baton Rouge,198350,196900,190000,190500,192750,190500,197700,196000,190000,222900,222900,220000,219950,218450,220000,220500,224400,232800,228700,226900,226900,230350,228900,228950,228000,225000,235750,251250,257500,267000,239900,257750,241950,244950,249900,245000,235900,238250,229500,227900,249500
Zebulon,NC,Raleigh,Wake,150000,160000,165000,165000,165780,165000,160950,169900,175990,179900,179250,180000,180000,179900,182500,184000,187200,183579.5,189950,197945,195200,189500,192990,198990,198900,210000,223777,217500,211900,217000,219000,224900,240450,247429,249900,230000,238500,229900,220000,227500,224995
Flushing Township,MI,Flint,Genesee,109900,112000,109899,115900,119000,121900,119999.5,124900,126900,124900,123899.5,119900,119900,114900,117900,119900,119900,126500,131000,133500,137900,137000,129900,127000,124900,123900,117500,119999,124900,129900,129900,130000,129900,129900,129900,134900,129900,129900,129900,132291.5,131500
Great Bend,KS,Great Bend,Barton,108900,94500,97500,107000,107000,92450,107450,122000,110950,105500,103950,104950,107900,109900,115000,119450,126000,125000,128500,128500,125000,128500,109900,115900,119900,116450,121950,113900,111750,125900,115700,124900,128500,129900,126500,128900,119900,127900,123900,116950,122000
Town of Bethel,CT,Stamford,Fairfield,310000,314499.5,306950,345500,340950,364900,367000,369450,369000,366900,362500,359900,350000,339888,340000,330000,349450,349000,359900,359000,359000,355000,359000,362500,349000,349000,345500,348500,379000,371450,359900,361950,361447.5,359900,359900,364900,357400,372450,364900,375000,379900
Belmont,NC,Charlotte,Gaston,240000,240000,241990,251995,250000,254990,252995,268990,259800,259900,265990,264720.5,272000,274950,273445,264900,264451,266990,253495,258990,264900,264675.5,264451,264915,276023,278990,277523,269900,274950,282000,290000,286422.5,289900,295000,292495,310700,289900,289900,272200,279900,294900
Mineola,NY,New York,Nassau,,,,,425000,429500,436500,380500,429000,428900,439000,425000,404000,385990,385000,399000,434000,439000,390000,397000,404450,425000,425000,425000,425000,449000,429000,395000,449000,484999,487000,499000,499000,499450,519000,499990,499000,499000,494450,499000,514000
Southbury,CT,New Haven,New Haven,,,,,,,,,,,,,,,,,,,269000,279900,279900,289000,289450,289900,275000,279000,280000,279950,293950,299900,309950,299900,299900,299900,299900,295000,292000,289450,265000,266250,269900
Hartselle,AL,Decatur,Morgan,148950,149875,149000,140000,139900,144900,140000,139500,149500,149500,154900,149900,149900,140950,142000,139900,141900,139900,139900,146900,159000,154900,148800,148900,147800,136950,132500,129750,135000,139900,139950,144900,145450,144250,139700,134900,126900,119450,119900,123500,138700
Portsmouth,OH,Portsmouth,Scioto,75250,75250,75000,75500,75000,75250,82500,84900,82250,88500,89900,89900,88000,85500,87000,83900,81200,87000,87900,89900,89450,88500,89900,89900,89900,89900,89900,89900,89900,89900,89900,85000,84400,84900,85000,79000,74900,72450,73900,74900,69900
East Peoria,IL,Peoria,Tazewell,144900,137900,139900,149900,149900,152000,156950,152400,155000,154900,149900,139900,137900,134900,129900,134900,139900,144900,149900,154900,149900,148950,144900,144900,139900,139900,137450,134900,139900,140750,147500,149900,145000,149900,142400,132900,128900,129900,129900,129900,128900
Yankton,SD,Yankton,Yankton,,,,,,,,144900,139900,140950,159900,148075,153900,169450,163900,170577.5,169900,169450,159400,165000,174500,166900,159900,166900,172250,166900,165000,160700,163200,159700,149900,149900,154900,154950,147000,139900,145000,147000,155750,164900,169900
Manchester,TN,Tullahoma,Coffee,147700,158400,159000,157500,152000,154950,154950,154950,162700,152400,159900,144500,148900,144900,149900,149900,149500,147900,148450,159900,164875,169750,162500,152727.5,149900,149900,154500,159450,161250,152900,149900,149000,149900,159700,159900,169900,164900,169900,169900,159900,165900
Glassboro,NJ,Philadelphia,Gloucester,174000,169900,169900,169900,171500,174900,174900,174900,174950,175000,174700,169900,175000,175000,182450,189777,179900,179900,179949,174900,174890,169999.5,174945,179000,179900,175000,175000,174900,177450,180000,189900,179450,177900,175000,175500,179900,175500,168450,167450,172223,174900
Ashland,KY,Huntington,Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,117250,99500,101450,114500,123200,119900,119900,126500,124950,115000,112500,114500,107500,107582,94500,89900
Nipomo,CA,San Luis Obispo,San Luis Obispo,595000,647495,648995,632000,643698,599499.5,602695,581195,575000,576000,578900,569000,599000,594975,582450,582950,590000,589900,599000,589000,594900,619000,619000,639355,645220,614000,633490,659000,674495,690000,664500,692500,725000,727000,735000,699000,699000,699900,699000,698900,699000
Alsip,IL,Chicago,Cook,129000,125000,117300,113900,110000,112450,129900,138400,134950,129700,132000,125000,125000,110000,122500,119900,122510,129900,134999,141000,142000,146000,135000,138950,134950,137500,138000,134950,134950,137000,135000,124900,144899.5,139900,125350,125350,135900,143750,145900,143000,140806
Dallas,OR,Salem,Polk,195000,195000,192450,189900,189900,194900,199900,224950,234900,232400,219950,217250,212200,214900,229900,214900,223700,234950,233000,235445,228245,229250,229500,238750,236950,224900,224950,216995,222500,229000,232200,254750,259950,259500,259900,254900,249900,254900,254900,254900,254900
Indianola,IA,Des Moines,Warren,162900,160000,157500,164700,154950,165950,169900,173900,163000,154900,153000,160000,154900,165900,179000,169950,160000,174500,176000,175000,177400,177400,175000,169900,158250,159900,153000,153950,160000,160000,169900,170450,189900,170000,189900,190350,204900,204900,192450,210000,206400
Woodstock,IL,Chicago,McHenry,164900,153495,164900,159900,159900,160000,164900,166245,169700,169900,169700,159900,159900,159150,159500,155000,166990,161000,168250,174000,174750,169900,179900,179900,177450,169900,174250,169900,179900,175450,175000,187500,185000,185000,189450,189900,197900,189450,178900,184899,184900
Trenton,MI,Detroit,Wayne,114950,114900,119900,114900,119500,116950,125000,129900,137500,134900,131450,127900,129000,124900,125000,125000,124900,129900,127500,127000,127450,132400,129000,124900,124900,119899,119947.5,119995,129900,137500,139900,133900,148950,144900,149900,155000,149950,139900,144750,139900,139900
Stanwood,WA,Seattle,Snohomish,320950,3.00E+05,317500,334990,334990,330000,334990,344900,349925,344975,348750,330000,298000,304950,304950,323000,339950,329900,339950,351000,342500,334975,334950,329950,325000,325000,325000,337000,345000,349950,349950,359950,369950,374950,379250,369950,385000,372900,387450,422475,425000
Tukwila,WA,Seattle,King,,,,,,,,,,,,,,,,255000,262425,250000,267160,262660,249950,265000,275000,275000,239500,225000,218500,219950,232000,239500,275000,279950,285500,323000,329950,329900,314888,277475,277475,288000,279000
Mill Creek,WA,Seattle,Snohomish,375000,379990,377000,379990,379990,381990,389475,389997.5,402990,410633,415000,419000,399950,389975,399900,415000,421700,425000,428975,438475,439975,429925,433975,428250,429500,439950,449950,472400,473325,472950,475000,475000,469950,469975,469900,449950,449975,474990,454925,474995,476500
Edgewood,MD,Baltimore,Harford,129426,129852,139450,132950,122900,127000,130000,129700,119900,116900,125000,138800,130000,125000,106750,109450,105000,99900,103500,110000,125000,139000,138475,129900,125000,125000,125000,131400,139900,133900,136500,138666.5,149900,150000,149900,146900,145600,139900,147000,140000,149900
Socastee,SC,Myrtle Beach,Horry,144900,147500,147990,149900,149900,149900,147500,152400,156900,154987.5,156500,155700,157422.5,155900,159900,159900,152000,160450,163900,165000,164400,169900,169910,166400,160900,159900,161475,160995,164925,169000,169185,161950,161900,163900,166960,166000,164950,159900,164670,165000,169945
Temple Terrace,FL,Tampa,Hillsborough,,,,,,,,,,169900,169900,154900,154900,139999,164900,155000,129900,135000,131450,149900,149450,159945,159450,159000,160000,162500,170000,156450,179500,184700,174950,179990,184999.5,184999.5,183450,186109.5,192500,202500,197000,195000,212500
Massapequa Park,NY,New York,Nassau,449495,449000,449000,429945,439000,439000,449994.5,449000,449000,449000,452249.5,459000,439450,450000,449990,447000,449000,459000,439999,439000,439999,439999,445000,441000,429998.5,429999,429999,449995,449000,474990,469990,482449.5,487000,489000,479990,479999,490000,489000,495000,498888,494439
Decatur,IN,Decatur,Adams,,,,,111500,104900,98199.5,92400,87400,84200,73900,81400,90700,99900,95900,98400,89900,89900,99900,109900,111200,96337.5,92500,84500,83900,83900,87900,94900,97400,106500,110750,106900,104900,89900,94500,96450,88900,98450,89450,104950,108400
Citrus Ridge,FL,Orlando,Osceola,199000,195000,195000,199900,199900,199900,2.00E+05,199999,214450,219900,220000,223000,225990,225695,227700,229900,225000,220000,220000,224995,228375,236199.5,233650,238000,234900,234900,229000,229250,234040,230000,229000,229997.5,239000,239000,244777,244945,239900,248900,245000,244950,240000
Forest Lake,MN,Minneapolis-St Paul,Washington,249000,264900,229900,229900,262400,270000,285000,297000,284950,265000,259900,249950,239900,244900,239900,257450,259700,269950,289900,277000,274900,259900,296900,269900,262450,279900,289000,272400,269900,269900,293450,277400,299000,282000,299000,305000,317900,317900,336450,324950,324950
Havelock,NC,New Bern,Craven,149000,145000,145000,143900,141000,146900,145950,148500,143950,144000,142250,139900,140000,138000,144900,135000,135000,135000,143950,144900,149500,149050,154000,149900,150000,148000,149900,149450,147050,140850,139750,136000,139750,135500,131900,129700,130000,131575,134900,135000,135900
East Hempfield Township,PA,Lancaster,Lancaster,265990,297540,289000,279900,294900,284000,279900,269945,275000,297000,299450,289900,275000,264900,265990,269900,273950,289500,289700,279900,271500,277900,278950,269900,275000,269900,288950,289900,279900,277450,279900,279900,291400,311965,319950,325000,315000,311965,303900,309932.5,315000
Bainbridge,GA,Bainbridge,Decatur,149900,149500,139900,137200,133700,131400,133700,129900,129900,129900,129900,142900,149900,144900,134900,139900,139450,135000,139900,139450,139900,139900,140000,139900,139950,134900,126000,135450,139999,139900,138900,139900,129000,142500,139400,139949.5,134550,139900,143750,149000,147900
Williamsburg,KY,London,Whitley,,,,,,,,,,,,,,,,,,,,,,,,,,129900,120000,122500,120000,109500,109500,107500,114500,119000,119700,119900,120000,109000,109900,115250,117000
Forest Park,GA,Atlanta,Clayton,,,,,,,,,,50000,48950,50950,46900,50000,49950,49000,49500,50000,50000,53000,54200,54900,54900,55000,55000,54950,54950,58500,54900,56200,54900,55450,56000,54950,55000,57000,59900,60000,59900,60000,64495
Las Vegas,NM,Las Vegas,San Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,165000,160000,165000,165000,156500,165000,150000,149000,150000,149000,155000,152500,150000,165000,165000,167500
Dumfries,VA,Washington,Prince William,,,,,,409900,377000,368900,359900,362900,349900,349990,362500,377857.5,385000,378715,374950,372449.5,359900,339990,320000,329990,329450,326950,318750,326950,310000,332499.5,334974.5,346950,349900,359000,365000,369900,370670,352450,359900,345945,350000,399900,399450
Buckhannon,WV,,Upshur,139900,135000,139000,139900,149900,152900,149000,145000,145450,139000,138950,140950,138950,138750,135500,139000,149900,150000,140000,147950,147250,142000,149000,159900,150000,144950,146900,148950,150000,149950,140000,143000,159000,169000,157000,157000,150000,152000,152500,152500,155000
Franklin Park,IL,Chicago,Cook,149894,149900,144900,149000,139900,139000,139900,139950,144900,149450,149000,149900,149222,149672,150000,158000,159450,165000,165000,174900,169900,174900,174500,174900,174900,180000,179450,175950,177000,174900,179000,179900,188250,189900,189500,179950,179900,176000,188500,188000,197500
Erlanger,KY,Cincinnati,Kenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119500,120900,124950,119900,123500,123000,123000,124900,119900,119400,114900,119950,123450
Kings Mountain,NC,Shelby,Cleveland,126000,129900,127500,149400,149900,149900,149900,149800,139900,137400,148850,139450,149900,155000,164450,159900,144600,139400,138400,131000,131000,154000,156950,149000,146000,139900,147500,164900,157500,157500,152400,164900,168500,155450,169900,168500,162200,139500,137995,140990,133990
Coram,NY,New York,Suffolk,229000,229000,229990,230000,239000,239980,249900,249900,249999,261500,250000,259950,269945,269990,269900,274450,274450,272445,259999,269250,255000,259000,249999,249997.5,250000,250000,250000,243750,249900,259000,259749.5,260000,265000,264990,267700,259999.5,249450,245000,246000,249000,249500
Foley,AL,Daphne,Baldwin,174900,172900,169000,174900,173900,175990,175000,176400,178250,179900,179900,179900,189900,184200,189900,189900,192900,189431,185030,180940,181900,179900,179900,177900,179000,178007.5,179250,178250,179900,183320,182495,185950,184900,183950,193802.5,199900,198000,195625,192500,189900,189900
Pendleton,OR,Hermiston-Pendleton,Umatilla,179000,179000,189900,189000,186500,189000,189900,182250,179000,179900,175000,169950,168200,169900,168200,160225,166200,170750,165000,171000,169250,161450,159900,150000,150000,151000,150000,150000,154700,158900,164000,173450,175000,175825,176750,174900,172900,172900,169200,162200,165000
Rosedale,MD,Baltimore,Baltimore,179900,180000,188000,180000,180000,179900,179900,177900,179900,174900,169500,172000,174900,169900,172400,178950,180000,189900,180000,185000,180000,189750,180000,170000,169900,158449.5,164194,157450,169900,170000,179900,171950,169000,180000,184900,184900,191023,175000,179000,179900,190000
Bainbridge Island,WA,Bremerton,Kitsap,,,,,,619000,569000,625000,634950,649749.5,654000,629900,629900,630000,599000,595000,595000,599000,630000,629950,649700,637500,679000,759000,771750,729000,714500,719500,748000,785000,822500,795000,750000,712000,728000,765000,765000,725000,760000,725000,824500
Ypsilanti,MI,Ann Arbor,Washtenaw,151950,149900,153950,159900,165000,168200,168500,168000,165000,165450,168000,165000,164900,162250,159900,159900,168900,174900,179500,179900,179650,175000,175000,175000,173000,174200,174900,174950,179900,184625,189900,184900,189000,189900,189900,193000,195900,187000,185000,189900,199000
Cartersville,GA,Atlanta,Bartow,139900,139900,124900,132000,129900,145000,149900,149900,144000,143900,139900,141900,136900,132600,128900,137450,142000,150000,152652.5,164900,173400,174900,174375,176900,175900,175900,177400,179875,179900,189000,179900,187900,186900,186900,189000,188900,189000,189995,189000,198485,198500
Orange City,FL,Daytona Beach,Volusia,,99000,101249.5,105950,99700,104900,1.00E+05,99000,99400,100900,99900,104900,94500,99950,99950,108450,115000,114900,109900,108700,99900,117500,115000,114950,116500,118000,115000,118649,121000,132000,122950,124900,129900,129900,139949.5,144900,149650,144900,148950,144950,139900
Eastlake,OH,Cleveland,Lake,124900,119900,124900,119900,114900,114900,114900,114900,114900,112750,102950,94900,99900,89900,94700,99900,89900,99450,105000,104450,109000,104652.5,107000,104900,104900,107900,109900,109900,114000,114950,119900,119900,119900,119900,119950,115000,114250,109900,107900,104900,109900
Oak Ridge,FL,Orlando,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,87000,83000,89700,95000,99700,98700,98700,99900,1.00E+05,105000,109950,99000,105000,95000,110000,121000
Morristown,NJ,New York,Morris,379000,382000,372495,369995,385000,385000,387450,387000,375000,397450,4.00E+05,419000,410000,395000,379000,385000,385000,375888,401450,402900,409000,384900,375000,375000,375000,4.00E+05,375000,419000,427444,429900,429500,425000,432250,420000,425000,429000,429444,425000,424950,456950,439450
Rocky Hill,CT,Hartford,Hartford,219900,214900,214900,224450,234900,232400,229900,234900,229900,229900,229900,229900,219900,219900,219900,227400,228000,233900,229700,234450,239900,239450,229900,227450,229900,224900,239900,244999.5,245000,235000,245000,250950,240000,242000,240000,239950,249900,264450,259900,259900,259900
Key West,FL,Key West,Monroe,519000,549000,549000,549000,549000,519000,529900,518500,496000,495000,499000,499000,566000,589500,589000,575000,659000,669000,654000,669000,649000,649000,639000,639000,660000,675000,697000,699000,699000,675000,695000,680000,689000,675000,699000,738500,738500,750000,769000,735000,749000
Bensenville,IL,Chicago,Du Page,196950,179000,179000,185750,187398,184900,199900,197500,214900,209900,199900,199900,214000,199900,189900,194500,187250,202200,209900,219900,221875,223750,217000,215000,214999.5,199900,199900,199900,207499.5,224900,227900,216950,219000,219000,219250,222500,226450,192500,224900,221051.5,236450
Windermere,FL,Orlando,Orange,548990,549900,499000,497500,519000,449900,425000,415000,429945,450000,439429,430640,474450,459300,459300,473749,469500,449000,449900,449980,432298,425000,470745,464080,490295,485000,496350,469900,464490,479900,508860,516990,539000,532500,548875,549500,529000,524900,586500,599999.5,585000
American Canyon,CA,Napa,Napa,,,,,,442000,419000,449250,439500,427500,419000,449000,449499.5,424000,385000,385000,409450,440000,485000,480000,489250,467500,460000,439500,439500,444190,435000,472500,445500,477000,499000,499000,504000,489000,499000,499000,5.00E+05,568200,548950,515000,523000
Green Valley,AZ,Tucson,Pima,165000,166335.5,165000,164700,159900,159900,159000,161150,160700,159900,161950,164900,161900,160000,159900,159500,159250,158000,159900,164900,164900,164900,165000,169000,169500,165000,168200,167000,165000,168000,164950,168450,168000,168200,168250,173300,172950,175000,172750,174500,174500
Hermosa Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,1795000,1749000,1739000,1650000,1624950,1724500,1849000,1849000,1792000,1850000,1850000,1799000,1812000,1724500,1779000,1812000,1724500,1772500
Lexington Park,MD,California-Lexington Park,Saint Marys,239250,249000,250000,267950,269000,269000,269900,269450,262450,252200,249700,239900,245000,239900,229900,225000,245000,248995,239950,245000,230000,245000,245000,244900,249000,248300,249900,249900,249900,248000,245000,240000,239900,244950,244800,242450,245000,239900,239949.5,243950,249950
Bedford,NH,Manchester,Hillsborough,429900,429900,449000,447000,444900,429900,429900,429900,421900,399900,418900,399900,399900,399900,410000,415000,404999.5,423000,412450,414900,429700,449900,440000,425000,429900,430000,449900,425000,454900,469900,474000,472400,472400,474900,479900,479313,479900,474656.5,499900,474700,474900
Clarkston,WA,Lewiston,Asotin,187000,183000,170000,170388.5,183500,197433,189950,189900,189900,189900,189900,180450,181450,185000,179450,199900,199900,195000,197900,195000,188500,187250,188000,199500,199900,199500,199000,199000,199000,198850,198600,199900,199000,197750,199500,198350,199000,199900,202450,219900,238000
Vestavia Hills,AL,Birmingham,Jefferson,275000,299500,289250,292900,289500,299500,309900,314900,315000,315000,319900,328900,349780,337400,324712,312449.5,306950,329250,346750,335000,331048.5,334400,332197,333000,324900,328450,324900,324700,332350,349900,367950,359000,357400,364000,374900,364900,409900,414900,433400,425900,425000
Bronxville,NY,New York,Westchester,,,,,,,,,,,,,,,,,,,,,,,283500,299999.5,284000,265000,255250,299000,299000,329000,299000,299000,289000,295000,300500,298000,295000,279000,299000,339900,398800
Town of Owego,NY,Binghamton,Tioga,154950,155000,155000,157900,161000,162000,161400,159950,159350,155000,149900,149900,147629,144900,144800,145900,147814.5,147629,148750,149950,149900,148700,148000,144400,145000,147000,140000,140000,139900,139900,142400,139900,143900,135700,132000,134900,139900,129900,129900,125500,129900
Limerick,PA,Philadelphia,Montgomery,309490,314900,311150,312495,311150,300890,329900,324350,327500,327450,369900,384900,335000,380800,384900,366700,344995,324900,334495,349000,329900,336445,303750,319900,324990,325000,330000,310000,319900,325000,332500,339450,350000,349500,339500,342200,309900,319900,339500,339700,319950
Kings Park,NY,New York,Suffolk,423950,419000,397000,395000,425000,444000,449000,439000,439000,419450,415000,429000,429000,429000,439000,439000,429000,429000,429000,438250,439000,429000,429000,429000,429450,429995,439800,439800,449000,434990,450000,449000,459000,454499.5,454000,449000,449000,449000,437000,429450,439000
Point Pleasant,NJ,New York,Ocean,362400,359450,359900,349000,359900,369900,381250,399000,389900,382450,377250,369900,369900,369000,349900,339900,344900,357500,380999.5,389450,387000,399000,407000,399900,399900,389450,389995,389000,379900,374500,381249.5,384900,377450,389450,399000,399000,399900,399000,399000,424000,429000
Gaines Township,MI,Grand Rapids,Kent,182500,175400,189900,185400,184900,192900,189900,199900,209750,209750,206350,199375,195000,199900,214825,219000,208275,217325,222078,212750,225000,225000,223250,217325,214950,221500,214500,215900,239900,249900,242500,249900,249900,250900,250900,247900,245900,242900,234900,233900,242900
Cimarron Hills,CO,Colorado Springs,El Paso,171500,174900,186200,190000,179999.5,185000,199497.5,204900,195500,193500,179900,189900,169900,174900,199900,221000,220000,214900,217000,219900,219900,229000,229900,234500,229900,218250,2.00E+05,211250,221000,220000,229450,229900,225000,214949.5,209950,215000,222450,224950,234800,233500,239450
Homewood,IL,Chicago,Cook,,,,,,,139900,138950,139000,138000,132444,129900,124950,124900,121900,124900,124900,124900,129900,124900,125000,124900,121900,124700,124700,121750,124450,122500,121749.5,129900,135000,136900,134950,139900,139900,139450,136000,137900,135000,145000,149900
Ruskin,FL,Tampa,Hillsborough,188990,188990,190490,191990,199000,199970,191990,192990,201990,2.00E+05,199900,2.00E+05,195250,192000,2.00E+05,202990,205240,205370,2.00E+05,201740,201865,199990,202445,196995,199990,199495,192990,194995,197505,199900,195500,194900,195500,195545,197000,197690,198090,199900,210900,203900,206690
La Crescenta-Montrose,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,699500,699500,687000,767000,774900,779000,764450,720000,749900,759000,697000,719000,709000,697000,725000,686500,712450,699000,679900,699950,719000,753500,729499.5,751950,739999,750000,762500,782000,826000,814950,814475,799000,820000,8.00E+05,795000,784500,777000,776800,799000,798900,837499
Los Alamitos,CA,Los Angeles-Long Beach-Anaheim,Orange,759475,772400,784950,825000,839000,799450,795000,787000,789900,827450,844000,850000,830000,849900,849900,879000,899000,872500,879000,884450,895000,920000,965000,920000,919500,889000,960000,939450,967499.5,944894,944894,939894,939888,944894,924900,925000,939000,958944,989000,979500,979000
Norfolk,NE,Norfolk,Madison,,,,,,,,,,,,,,,,,,146250,145000,165000,149950,159900,149900,147949.5,159000,155725,155725,154900,149900,161950,177000,184950,174900,169925,174416,174832,178500,179000,173450,169950,183500
Wilton,CT,Stamford,Fairfield,899000,892500,859000,941000,922500,925000,932000,945000,939000,935000,909000,922000,930000,929000,925000,949000,949000,975000,949000,928500,907450,899000,897500,875000,849000,869900,895000,898500,893750,895000,889450,894500,872500,879000,875000,859000,834000,822400,809500,849900,877450
Collinsville,IL,St. Louis,Madison,117500,115450,113950,113500,115750,118500,119500,118500,119500,123000,116750,121750,119900,118500,114950,119900,119900,119900,120900,120000,120000,118500,119900,119500,115000,119000,119900,118900,115000,117900,115000,115000,117750,119000,116000,118950,115000,115000,115000,119900,116850
Syosset,NY,New York,Nassau,689499.5,688000,659000,688000,659000,669000,729000,699000,689000,688000,709499.5,779000,779000,699999,699999.5,695000,690000,688999.5,696500,689000,696500,698000,695000,689000,705500,725000,739000,744000,744888,734000,739000,718999.5,727000,729944,748888,767000,776500,799888,799000,776500,769888
Rocky River,OH,Cleveland,Cuyahoga,210000,202500,209000,205000,208500,206950,209450,219900,219450,222400,199900,189900,196500,195000,189950,179900,189700,199900,203750,189975,189900,209900,219900,199900,206950,204900,199000,2.00E+05,218500,227450,230950,239900,235000,229000,242500,241500,241500,239900,274500,274750,272400
Creve Coeur,MO,St. Louis,Saint Louis,,,,,,378000,422000,377000,349000,368000,359900,359900,353900,346950,359950,325000,360000,363450,380000,404900,435000,425000,424950,389900,395000,397250,387450,395000,420000,450000,475000,475000,5.00E+05,517000,542449.5,530000,524999,524949.5,516994.5,514999.5,574950
East Hill-Meridian,WA,Seattle,King,249000,245000,229950,249900,265000,274950,274425,280500,274975,289950,284000,284475,270000,250000,271950,290000,299975,317250,299850,285000,308000,309950,325000,329475,329000,324950,324950,319900,319950,307475,325000,320000,325000,329950,334950,335000,339900,339900,349000,349972.5,364995
Sparta,TN,,White,,,,,,,,,,,,,,,,,,,,144900,142400,150000,150000,142400,135960,145000,139900,142900,139900,149900,149900,149900,143914.5,130950,133450,139450,130950,139900,139000,139000,140000
Athens,TN,Athens,McMinn,139900,139900,129900,139900,142500,139900,145000,146500,147000,149900,144950,139900,139000,139900,145000,149900,149000,149250,154900,149200,149450,149900,152500,159450,159900,158500,159200,150000,154900,139900,144450,145000,154450,159450,149900,149900,136950,129500,115000,129250,130000
Newport,RI,Providence,Newport,434000,431500,399000,405000,389000,389000,389000,389000,389000,389000,392000,389000,399500,399000,399000,439000,449000,399900,435000,449000,444450,429900,425000,449900,475000,464000,462000,439000,399900,426000,425000,425000,439000,425000,429000,425000,424500,425000,425000,425000,384750
Merchantville,NJ,Philadelphia,Camden,160000,163900,160000,157450,159900,159900,159900,157950,154950,150000,149900,149900,149900,145000,144900,149000,149000,149000,149914.5,150000,149990,150000,149900,144900,142000,145000,139950,141500,149900,144000,150000,149950,149000,150000,147500,139900,144911,139900,129900,130000,135200
Hampton Township,PA,Pittsburgh,Allegheny,,,,,,,,,,225000,235629,249900,249250,254000,262000,279900,282450,259900,280500,279900,279900,279900,277450,298000,324900,367900,320000,289900,282450,289900,297700,295500,282400,299000,305750,309850,299999,299999,302499.5,344900,345000
Port Hueneme,CA,Ventura,Ventura,289000,274200,274600,284900,292000,310000,304500,299000,322450,302400,299900,299000,319000,322500,324000,324000,319900,326000,325000,335450,339000,349000,359000,352450,349888,349900,366950,360000,359950,344950,339500,350000,350000,350000,350000,350000,339995,345000,349000,360950,340000
Thomaston,GA,Thomaston,Upson,89900,88250,89000,89000,92000,95000,90000,89400,85700,84900,87500,88200,89900,86500,88000,94650,95000,88400,87000,87000,92000,94000,89900,89000,85050,82000,79500,81000,79900,79900,80000,87900,82500,84350,82400,89900,89450,93000,89900,89000,85000
Westborough,MA,Worcester,Worcester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525197.5,548005.5,549900,548700,539950,539900,469000,475000,532500,528750,495000,462500,462500
Decatur,GA,Atlanta,Dekalb,372000,375000,339000,384900,399450,418000,412000,425000,445000,440000,445000,455000,455000,455000,457500,499950,499000,499000,499000,489900,475000,494500,489000,522400,550000,550000,611900,575000,517500,527000,539000,527000,526950,519950,510000,539900,569000,540000,599900,547500,510000
